ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,weekly,weekly_lower,weekly_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
2021-05-10,447.9191357036965,39.2916573773345,517.198130098079,447.9191357036965,447.9191357036965,-169.50904082113004,-169.50904082113004,-169.50904082113004,-49.44006637462205,-49.44006637462205,-49.44006637462205,-120.06897444650798,-120.06897444650798,-120.06897444650798,0.0,0.0,0.0,278.41009488256645
2021-05-11,447.3793282624997,43.770076728957704,522.9407467396313,447.3793282624997,447.3793282624997,-180.43708280335443,-180.43708280335443,-180.43708280335443,-59.748535538880766,-59.748535538880766,-59.748535538880766,-120.68854726447364,-120.68854726447364,-120.68854726447364,0.0,0.0,0.0,266.9422454591453
2021-05-12,446.83952083426334,38.08659138335051,519.8882693882751,446.83952083426334,446.83952083426334,-164.5842216046764,-164.5842216046764,-164.5842216046764,-43.18502773655019,-43.18502773655019,-43.18502773655019,-121.39919386812616,-121.39919386812616,-121.39919386812616,0.0,0.0,0.0,282.25529922958697
2021-05-13,446.2997134060271,10.315048392737557,517.7471169211376,446.2997134060271,446.2997134060271,-182.8995236782064,-182.8995236782064,-182.8995236782064,-60.69925304234075,-60.69925304234075,-60.69925304234075,-122.20027063586564,-122.20027063586564,-122.20027063586564,0.0,0.0,0.0,263.4001897278207
2021-05-14,445.75990597779077,81.86461137609277,560.3755468461422,445.75990597779077,445.75990597779077,-129.3591573081357,-129.3591573081357,-129.3591573081357,-6.26998258208198,-6.26998258208198,-6.26998258208198,-123.08917472605371,-123.08917472605371,-123.08917472605371,0.0,0.0,0.0,316.40074866965506
2021-05-15,445.2200985495545,195.06648822670527,666.5856306387358,445.2200985495545,445.2200985495545,-4.616970002115731,-4.616970002115731,-4.616970002115731,119.44434641503095,119.44434641503095,119.44434641503095,-124.06131641714668,-124.06131641714668,-124.06131641714668,0.0,0.0,0.0,440.60312854743876
2021-05-16,444.68029112131813,184.78664558221362,650.4950634386385,444.68029112131813,444.68029112131813,-25.211604266160922,-25.211604266160922,-25.211604266160922,99.89851886006419,99.89851886006419,99.89851886006419,-125.11012312622512,-125.11012312622512,-125.11012312622512,0.0,0.0,0.0,419.4686868551572
2021-05-17,444.1404836930818,12.726418727826612,481.8320946374455,444.1404836930818,444.1404836930818,-175.66714688365047,-175.66714688365047,-175.66714688365047,-49.44006637468831,-49.44006637468831,-49.44006637468831,-126.2270805089622,-126.2270805089622,-126.2270805089622,0.0,0.0,0.0,268.4733368094313
2021-05-18,443.60067626484556,3.658897921024255,505.7768114936575,443.60067626484556,443.60067626484556,-187.15035040920463,-187.15035040920463,-187.15035040920463,-59.74853553886856,-59.74853553886856,-59.74853553886856,-127.40181487033605,-127.40181487033605,-127.40181487033605,0.0,0.0,0.0,256.4503258556409
2021-05-19,443.0608688366092,22.36763509880666,527.3064798512173,443.0608688366092,443.0608688366092,-171.80724738834508,-171.80724738834508,-171.80724738834508,-43.18502773651542,-43.18502773651542,-43.18502773651542,-128.62221965182965,-128.62221965182965,-128.62221965182965,0.0,0.0,0.0,271.2536214482641
2021-05-20,442.52106140837293,9.748043076560652,483.25660426748357,442.52106140837293,442.52106140837293,-190.57388011581992,-190.57388011581992,-190.57388011581992,-60.69925304236012,-60.69925304236012,-60.69925304236012,-129.8746270734598,-129.8746270734598,-129.8746270734598,0.0,0.0,0.0,251.947181292553
2021-05-21,441.9812539801366,60.096384185164595,540.7311472216581,441.9812539801366,441.9812539801366,-137.4140067450326,-137.4140067450326,-137.4140067450326,-6.269982582492545,-6.269982582492545,-6.269982582492545,-131.14402416254006,-131.14402416254006,-131.14402416254006,0.0,0.0,0.0,304.567247235104
2021-05-22,441.4414465519003,193.10821012450623,683.2755580179357,441.4414465519003,441.4414465519003,-12.969964064415581,-12.969964064415581,-12.969964064415581,119.44434641471341,119.44434641471341,119.44434641471341,-132.414310479129,-132.414310479129,-132.414310479129,0.0,0.0,0.0,428.4714824874847
2021-05-23,440.901639123664,176.25863916840404,654.1842628032134,440.901639123664,440.901639123664,-33.77007406868282,-33.77007406868282,-33.77007406868282,99.8985188599492,99.8985188599492,99.8985188599492,-133.66859292863202,-133.66859292863202,-133.66859292863202,0.0,0.0,0.0,407.13156505498114
2021-05-24,440.36183169542767,-5.291089849830439,511.9334295931637,440.36183169542767,440.36183169542767,-184.32957759539704,-184.32957759539704,-184.32957759539704,-49.44006637476457,-49.44006637476457,-49.44006637476457,-134.88951122063247,-134.88951122063247,-134.88951122063247,0.0,0.0,0.0,256.0322541000306
2021-05-25,439.82202426719135,8.405306817806395,475.4929297864699,439.82202426719135,439.82202426719135,-195.80812140962834,-195.80812140962834,-195.80812140962834,-59.748535538832606,-59.748535538832606,-59.748535538832606,-136.05958587079573,-136.05958587079573,-136.05958587079573,0.0,0.0,0.0,244.013902857563
2021-05-26,439.28221683895504,17.880881097616566,504.1073513287406,439.28221683895504,439.28221683895504,-180.34660695965107,-180.34660695965107,-180.34660695965107,-43.18502773652263,-43.18502773652263,-43.18502773652263,-137.16157922312846,-137.16157922312846,-137.16157922312846,0.0,0.0,0.0,258.93560987930397
2021-05-27,438.7424094107188,0.6815856206844686,473.82131636024303,438.7424094107188,438.7424094107188,-198.87811190742107,-198.87811190742107,-198.87811190742107,-60.69925304237949,-60.69925304237949,-60.69925304237949,-138.17885886504158,-138.17885886504158,-138.17885886504158,0.0,0.0,0.0,239.8642975032977
2021-05-28,438.20260198248246,56.30878429502267,540.9179324000901,438.20260198248246,438.20260198248246,-145.36573465057816,-145.36573465057816,-145.36573465057816,-6.269982582436954,-6.269982582436954,-6.269982582436954,-139.0957520681412,-139.0957520681412,-139.0957520681412,0.0,0.0,0.0,292.8368673319043
2021-05-29,437.6627945542461,158.25656101104406,645.6462855081401,437.6627945542461,437.6627945542461,-20.453533146895875,-20.453533146895875,-20.453533146895875,119.44434641480582,119.44434641480582,119.44434641480582,-139.89787956170167,-139.89787956170167,-139.89787956170167,0.0,0.0,0.0,417.2092614073502
2021-05-30,437.1229871260098,157.60713990120877,634.890137468301,437.1229871260098,437.1229871260098,-40.67393819858457,-40.67393819858457,-40.67393819858457,99.89851885989403,99.89851885989403,99.89851885989403,-140.57245705847862,-140.57245705847862,-140.57245705847862,0.0,0.0,0.0,396.4490489274252
2021-05-31,436.58317969777346,-2.97557704449826,508.2323310787107,436.58317969777346,436.58317969777346,-190.54861989074809,-190.54861989074809,-190.54861989074809,-49.44006637484084,-49.44006637484084,-49.44006637484084,-141.10855351590726,-141.10855351590726,-141.10855351590726,0.0,0.0,0.0,246.03455980702537
2021-06-01,436.0433722695372,-3.118005185890164,470.17658848252535,436.0433722695372,436.0433722695372,-201.2458316631693,-201.2458316631693,-201.2458316631693,-59.748535538967914,-59.748535538967914,-59.748535538967914,-141.49729612420137,-141.49729612420137,-141.49729612420137,0.0,0.0,0.0,234.7975406063679
2021-06-02,435.50356484130083,12.201337788253886,507.4883485016051,435.50356484130083,435.50356484130083,-184.91704118129755,-184.91704118129755,-184.91704118129755,-43.18502773651926,-43.18502773651926,-43.18502773651926,-141.7320134447783,-141.7320134447783,-141.7320134447783,0.0,0.0,0.0,250.58652366000328
2021-06-03,434.96375741306457,-8.279336071775658,477.2571022566404,434.96375741306457,434.96375741306457,-202.50756297744837,-202.50756297744837,-202.50756297744837,-60.699253042354144,-60.699253042354144,-60.699253042354144,-141.80830993509423,-141.80830993509423,-141.80830993509423,0.0,0.0,0.0,232.4561944356162
2021-06-04,434.42394998482825,51.52286748251614,528.6170646332761,434.42394998482825,434.42394998482825,-147.9940498213154,-147.9940498213154,-147.9940498213154,-6.2699825823321955,-6.2699825823321955,-6.2699825823321955,-141.72406723898322,-141.72406723898322,-141.72406723898322,0.0,0.0,0.0,286.42990016351285
2021-06-05,433.88414255659194,170.69797995097557,659.9688203848831,433.88414255659194,433.88414255659194,-22.035023606170192,-22.035023606170192,-22.035023606170192,119.44434641489819,119.44434641489819,119.44434641489819,-141.4793700210684,-141.4793700210684,-141.4793700210684,0.0,0.0,0.0,411.84911895042177
2021-06-06,433.34433512835557,146.2451497241076,622.3442016046142,433.34433512835557,433.34433512835557,-41.17783784435557,-41.17783784435557,-41.17783784435557,99.89851886028511,99.89851886028511,99.89851886028511,-141.07635670464066,-141.07635670464066,-141.07635670464066,0.0,0.0,0.0,392.166497284
2021-06-07,432.80452770011925,-4.189215298040869,469.96731640178007,432.80452770011925,432.80452770011925,-189.95906451518675,-189.95906451518675,-189.95906451518675,-49.44006637491712,-49.44006637491712,-49.44006637491712,-140.51899814026967,-140.51899814026967,-140.51899814026967,0.0,0.0,0.0,242.8454631849325
2021-06-08,432.264720271883,-23.80326353849284,470.5340348582935,432.264720271883,432.264720271883,-199.56134543694037,-199.56134543694037,-199.56134543694037,-59.74853553893196,-59.74853553893196,-59.74853553893196,-139.81280989800842,-139.81280989800842,-139.81280989800842,0.0,0.0,0.0,232.70337483494262
2021-06-09,431.7249128436467,24.60632974858806,491.1138594292557,431.7249128436467,431.7249128436467,-182.14953417386144,-182.14953417386144,-182.14953417386144,-43.185027736547305,-43.185027736547305,-43.185027736547305,-138.96450643731416,-138.96450643731416,-138.96450643731416,0.0,0.0,0.0,249.57537866978524
2021-06-10,431.1851054154104,-14.909280710086383,463.73532154828496,431.1851054154104,431.1851054154104,-198.6808608154536,-198.6808608154536,-198.6808608154536,-60.69925304241823,-60.69925304241823,-60.69925304241823,-137.98160777303536,-137.98160777303536,-137.98160777303536,0.0,0.0,0.0,232.50424459995682
2021-06-11,430.64529798717405,39.880856800292044,523.0624514070252,430.64529798717405,430.64529798717405,-143.14199391135503,-143.14199391135503,-143.14199391135503,-6.269982582227429,-6.269982582227429,-6.269982582227429,-136.87201132912764,-136.87201132912764,-136.87201132912764,0.0,0.0,0.0,287.503304075819
2021-06-12,430.10549055893773,181.89812736225485,663.2948556770231,430.10549055893773,430.10549055893773,-16.199196956862835,-16.199196956862835,-16.199196956862835,119.44434641490284,119.44434641490284,119.44434641490284,-135.64354337176565,-135.64354337176565,-135.64354337176565,0.0,0.0,0.0,413.9062936020749
2021-06-13,429.5656831307015,169.24296207208664,620.6754555963722,429.5656831307015,429.5656831307015,-34.40498680735241,-34.40498680735241,-34.40498680735241,99.89851886020004,99.89851886020004,99.89851886020004,-134.30350566755243,-134.30350566755243,-134.30350566755243,0.0,0.0,0.0,395.16069632334904
2021-06-14,429.02587570246516,2.0141001502310374,476.32926173695716,429.02587570246516,429.02587570246516,-182.2983001332874,-182.2983001332874,-182.2983001332874,-49.440066374983374,-49.440066374983374,-49.440066374983374,-132.85823375830404,-132.85823375830404,-132.85823375830404,0.0,0.0,0.0,246.72757556917776
2021-06-15,428.48606827422884,8.15661456079119,475.10990433812344,428.48606827422884,428.48606827422884,-191.06121898366754,-191.06121898366754,-191.06121898366754,-59.74853553890788,-59.74853553890788,-59.74853553890788,-131.31268344475967,-131.31268344475967,-131.31268344475967,0.0,0.0,0.0,237.4248492905613
2021-06-16,427.94626105270294,-0.13876879551326277,494.40360964630804,427.94626105270294,427.94626105270294,-172.85508943315526,-172.85508943315526,-172.85508943315526,-43.18502773657534,-43.18502773657534,-43.18502773657534,-129.6700616965799,-129.6700616965799,-129.6700616965799,0.0,0.0,0.0,255.09117161954768
2021-06-17,427.4064538311771,-9.795629804591073,473.4375938615936,427.4064538311771,427.4064538311771,-188.63077029586907,-188.63077029586907,-188.63077029586907,-60.69925304234229,-60.69925304234229,-60.69925304234229,-127.93151725352679,-127.93151725352679,-127.93151725352679,0.0,0.0,0.0,238.77568353530802
2021-06-18,426.8666466096513,54.419191467999944,539.9395051647341,426.8666466096513,426.8666466096513,-132.3658872490173,-132.3658872490173,-132.3658872490173,-6.269982582588817,-6.269982582588817,-6.269982582588817,-126.09590466642851,-126.09590466642851,-126.09590466642851,0.0,0.0,0.0,294.500759360634
2021-06-19,426.3268393881254,187.4873475180961,645.8777835648822,426.3268393881254,426.3268393881254,-4.715287065158634,-4.715287065158634,-4.715287065158634,119.44434641499521,119.44434641499521,119.44434641499521,-124.15963348015383,-124.15963348015383,-124.15963348015383,0.0,0.0,0.0,421.61155232296676
2021-06-20,425.78703216659954,159.0280759586821,636.6213740562719,425.78703216659954,425.78703216659954,-22.218092880068262,-22.218092880068262,-22.218092880068262,99.89851886008503,99.89851886008503,99.89851886008503,-122.1166117401533,-122.1166117401533,-122.1166117401533,0.0,0.0,0.0,403.5689392865313
2021-06-21,425.2472249450737,25.782430125003522,504.79931211312277,425.2472249450737,425.2472249450737,-169.3983564534654,-169.3983564534654,-169.3983564534654,-49.440066375069655,-49.440066375069655,-49.440066375069655,-119.95829007839578,-119.95829007839578,-119.95829007839578,0.0,0.0,0.0,255.8488684916083
2021-06-22,424.7074177235478,11.130145188415385,466.4903887220667,424.7074177235478,424.7074177235478,-177.42234493175832,-177.42234493175832,-177.42234493175832,-59.74853553903129,-59.74853553903129,-59.74853553903129,-117.67380939272701,-117.67380939272701,-117.67380939272701,0.0,0.0,0.0,247.28507279178947
2021-06-23,424.1676105020219,13.71599560832959,501.72911425785395,424.1676105020219,424.1676105020219,-158.435279412835,-158.435279412835,-158.435279412835,-43.18502773654058,-43.18502773654058,-43.18502773654058,-115.25025167629441,-115.25025167629441,-115.25025167629441,0.0,0.0,0.0,265.7323310891869
2021-06-24,423.62780328049604,5.9103639359218425,489.23070258015207,423.62780328049604,423.62780328049604,-173.37224303344615,-173.37224303344615,-173.37224303344615,-60.69925304236164,-60.69925304236164,-60.69925304236164,-112.67298999108453,-112.67298999108453,-112.67298999108453,0.0,0.0,0.0,250.25556024704989
2021-06-25,423.0879960589702,81.69383914223829,547.5656331748095,423.0879960589702,423.0879960589702,-116.19611261198672,-116.19611261198672,-116.19611261198672,-6.2699825825332205,-6.2699825825332205,-6.2699825825332205,-109.9261300294535,-109.9261300294535,-109.9261300294535,0.0,0.0,0.0,306.89188344698346
2021-06-26,422.5481888374443,177.7496837037398,672.7864629447173,422.5481888374443,422.5481888374443,12.451314125890498,12.451314125890498,12.451314125890498,119.4443464150437,119.4443464150437,119.4443464150437,-106.9930322891532,-106.9930322891532,-106.9930322891532,0.0,0.0,0.0,434.9995029633348
2021-06-27,422.00838161591844,159.43599211788793,654.7593558474225,422.00838161591844,422.00838161591844,-3.9583818620931233,-3.9583818620931233,-3.9583818620931233,99.89851885997005,99.89851885997005,99.89851885997005,-103.85690072206316,-103.85690072206316,-103.85690072206316,0.0,0.0,0.0,418.0499997538253
2021-06-28,421.46857439439253,28.647802115199447,522.8415247105971,421.46857439439253,421.46857439439253,-149.94148728976782,-149.94148728976782,-149.94148728976782,-49.44006637472841,-49.44006637472841,-49.44006637472841,-100.50142091503942,-100.50142091503942,-100.50142091503942,0.0,0.0,0.0,271.5270871046247
2021-06-29,420.9287671728667,24.27155962644656,501.03254311314686,420.9287671728667,420.9287671728667,-156.65996407012003,-156.65996407012003,-156.65996407012003,-59.74853553900721,-59.74853553900721,-59.74853553900721,-96.9114285311128,-96.9114285311128,-96.9114285311128,0.0,0.0,0.0,264.2688031027467
2021-06-30,420.3889599513408,53.46072789598109,524.5808766849251,420.3889599513408,420.3889599513408,-136.25861470645427,-136.25861470645427,-136.25861470645427,-43.185027736568614,-43.185027736568614,-43.185027736568614,-93.07358696988565,-93.07358696988565,-93.07358696988565,0.0,0.0,0.0,284.1303452448865
2021-07-01,419.84915272981493,32.86935603226074,496.0490466299942,419.84915272981493,419.84915272981493,-149.67630511871013,-149.67630511871013,-149.67630511871013,-60.69925304233629,-60.69925304233629,-60.69925304233629,-88.97705207637385,-88.97705207637385,-88.97705207637385,0.0,0.0,0.0,270.17284761110477
2021-07-02,419.309345508289,88.38582386394357,563.134394243461,419.309345508289,419.309345508289,-90.88408387239086,-90.88408387239086,-90.88408387239086,-6.269982582428462,-6.269982582428462,-6.269982582428462,-84.6141012899624,-84.6141012899624,-84.6141012899624,0.0,0.0,0.0,328.42526163589815
2021-07-03,418.7695382867632,207.66409352509044,699.0417027821115,418.7695382867632,418.7695382867632,39.4636414947693,39.4636414947693,39.4636414947693,119.44434641477007,119.44434641477007,119.44434641477007,-79.98070492000076,-79.98070492000076,-79.98070492000076,0.0,0.0,0.0,458.2331797815325
2021-07-04,418.22973106523733,197.9012599216518,676.2527861119878,418.22973106523733,418.22973106523733,24.82150058885115,24.82150058885115,24.82150058885115,99.8985188599149,99.8985188599149,99.8985188599149,-75.07701827106374,-75.07701827106374,-75.07701827106374,0.0,0.0,0.0,443.0512316540885
2021-07-05,417.6899238437114,56.999431000620284,520.6591390848502,417.6899238437114,417.6899238437114,-119.34784148217413,-119.34784148217413,-119.34784148217413,-49.44006637481469,-49.44006637481469,-49.44006637481469,-69.90777510735946,-69.90777510735946,-69.90777510735946,0.0,0.0,0.0,298.3420823615373
2021-07-06,417.1501166221856,37.62674774898856,527.3480646137249,417.1501166221856,417.1501166221856,-124.23110094716557,-124.23110094716557,-124.23110094716557,-59.74853553897127,-59.74853553897127,-59.74853553897127,-64.48256540819432,-64.48256540819432,-64.48256540819432,0.0,0.0,0.0,292.91901567502
2021-07-07,416.6103094006597,66.51260040765327,553.9434015605833,416.6103094006597,416.6103094006597,-102.00101120074154,-102.00101120074154,-102.00101120074154,-43.18502773656526,-43.18502773656526,-43.18502773656526,-58.81598346417629,-58.81598346417629,-58.81598346417629,0.0,0.0,0.0,314.60929819991816
2021-07-08,416.0705021791338,71.59766167885222,556.9429406404595,416.0705021791338,416.0705021791338,-113.62688905656961,-113.62688905656961,-113.62688905656961,-60.69925304231094,-60.69925304231094,-60.69925304231094,-52.92763601425865,-52.92763601425865,-52.92763601425865,0.0,0.0,0.0,302.4436131225642
2021-07-09,415.5306949576079,122.04764829545923,605.5432919235534,415.5306949576079,415.5306949576079,-53.11198680950634,-53.11198680950634,-53.11198680950634,-6.269982582372878,-6.269982582372878,-6.269982582372878,-46.842004227133465,-46.842004227133465,-46.842004227133465,0.0,0.0,0.0,362.4187081481016
2021-07-10,414.9908877360821,244.10208773965223,728.5551853292254,414.9908877360821,414.9908877360821,78.85618864939086,78.85618864939086,78.85618864939086,119.44434641481855,119.44434641481855,119.44434641481855,-40.58815776542771,-40.58815776542771,-40.58815776542771,0.0,0.0,0.0,493.8470763854729
2021-07-11,414.45108051455617,221.6255357033052,712.3603820307817,414.45108051455617,414.45108051455617,65.69919505280336,65.69919505280336,65.69919505280336,99.89851885979989,99.89851885979989,99.89851885979989,-34.19932380699654,-34.19932380699654,-34.19932380699654,0.0,0.0,0.0,480.15027556735953
2021-07-12,413.9112732930303,89.64317311642714,573.454814153345,413.9112732930303,413.9112732930303,-77.15238496273128,-77.15238496273128,-77.15238496273128,-49.440066374880956,-49.440066374880956,-49.440066374880956,-27.712318587850316,-27.712318587850316,-27.712318587850316,0.0,0.0,0.0,336.75888833029904
2021-07-13,413.3714660715045,82.95673246383632,560.9067635355776,413.3714660715045,413.3714660715045,-80.9153891695614,-80.9153891695614,-80.9153891695614,-59.74853553894717,-59.74853553894717,-59.74853553894717,-21.166853630614202,-21.166853630614202,-21.166853630614202,0.0,0.0,0.0,332.4560769019431
2021-07-14,412.8316588499786,105.06643237528733,598.1413756308762,412.8316588499786,412.8316588499786,-57.78976091677609,-57.78976091677609,-57.78976091677609,-43.18502773654104,-43.18502773654104,-43.18502773654104,-14.60473318023504,-14.60473318023504,-14.60473318023504,0.0,0.0,0.0,355.04189793320256
2021-07-15,412.2918516284527,82.62456901389201,587.756825970507,412.2918516284527,412.2918516284527,-68.76821637954185,-68.76821637954185,-68.76821637954185,-60.69925304236916,-60.69925304236916,-60.69925304236916,-8.068963337172693,-8.068963337172693,-8.068963337172693,0.0,0.0,0.0,343.52363524891086
2021-07-16,411.75204440692687,165.74882568031825,647.3541160940515,411.75204440692687,411.75204440692687,-7.872779404881131,-7.872779404881131,-7.872779404881131,-6.269982582218927,-6.269982582218927,-6.269982582218927,-1.6027968226622002,-1.6027968226622002,-1.6027968226622002,0.0,0.0,0.0,403.8792650020457
2021-07-17,411.212237185401,271.74470369965684,780.9218732122424,411.212237185401,411.212237185401,124.19560630792988,124.19560630792988,124.19560630792988,119.44434641491094,119.44434641491094,119.44434641491094,4.7512598930189025,4.7512598930189025,4.7512598930189025,0.0,0.0,0.0,535.4078434933309
2021-07-18,410.6724299638751,285.58022915528124,769.5369351665721,410.6724299638751,410.6724299638751,110.85096719157976,110.85096719157976,110.85096719157976,99.89851885971483,99.89851885971483,99.89851885971483,10.952448331864929,10.952448331864929,10.952448331864929,0.0,0.0,0.0,521.5233971554549
2021-07-19,410.1326227423493,137.89547116013122,618.92252133124,410.1326227423493,410.1326227423493,-32.47732772209435,-32.47732772209435,-32.47732772209435,-49.44006637454973,-49.44006637454973,-49.44006637454973,16.962738652455375,16.962738652455375,16.962738652455375,0.0,0.0,0.0,377.655295020255
2021-07-20,409.5928154679982,118.94388892852339,598.4142114819003,409.5928154679982,409.5928154679982,-37.00077659948199,-37.00077659948199,-37.00077659948199,-59.748535538911234,-59.748535538911234,-59.748535538911234,22.747758939429236,22.747758939429236,22.747758939429236,0.0,0.0,0.0,372.5920388685162
2021-07-21,409.05300819364714,151.37393522613468,627.2879997761639,409.05300819364714,409.05300819364714,-14.907384213306385,-14.907384213306385,-14.907384213306385,-43.18502773653768,-43.18502773653768,-43.18502773653768,28.277643523231298,28.277643523231298,28.277643523231298,0.0,0.0,0.0,394.14562398034076
2021-07-22,408.513200919296,137.67504050037894,631.745461318819,408.513200919296,408.513200919296,-27.17148073658959,-27.17148073658959,-27.17148073658959,-60.69925304238853,-60.69925304238853,-60.69925304238853,33.52777230579893,33.52777230579893,33.52777230579893,0.0,0.0,0.0,381.3417201827064
2021-07-23,407.97339364494496,201.7817133482351,663.9227466529907,407.97339364494496,407.97339364494496,32.20939299420925,32.20939299420925,32.20939299420925,-6.269982582163352,-6.269982582163352,-6.269982582163352,38.479375576372604,38.479375576372604,38.479375576372604,0.0,0.0,0.0,440.1827866391542
2021-07-24,407.43358637059396,325.3719090761045,816.7165260483018,407.43358637059396,407.43358637059396,162.564328593762,162.564328593762,162.564328593762,119.44434641495944,119.44434641495944,119.44434641495944,43.11998217880253,43.11998217880253,43.11998217880253,0.0,0.0,0.0,569.9979149643559
2021-07-25,406.89377909624284,307.7887641898671,788.5026479143446,406.89377909624284,406.89377909624284,147.34221191762504,147.34221191762504,147.34221191762504,99.89851886013581,99.89851886013581,99.89851886013581,47.44369305748925,47.44369305748925,47.44369305748925,0.0,0.0,0.0,554.2359910138679
2021-07-26,406.3539718218917,158.38836091262525,640.4775457752627,406.3539718218917,406.3539718218917,2.011200675951656,2.011200675951656,2.011200675951656,-49.44006637462599,-49.44006637462599,-49.44006637462599,51.45126705057764,51.45126705057764,51.45126705057764,0.0,0.0,0.0,408.3651724978434
2021-07-27,405.8141645475407,169.49833965462167,631.1739364788319,405.8141645475407,405.8141645475407,-4.598524348220215,-4.598524348220215,-4.598524348220215,-59.74853553889901,-59.74853553889901,-59.74853553889901,55.15001119067881,55.15001119067881,55.15001119067881,0.0,0.0,0.0,401.2156401993205
2021-07-28,405.2743572731896,162.03168122844568,647.5888789755801,405.2743572731896,405.2743572731896,15.368445822449017,15.368445822449017,15.368445822449017,-43.185027736565715,-43.185027736565715,-43.185027736565715,58.55347355901474,58.55347355901474,58.55347355901474,0.0,0.0,0.0,420.6428030956386
2021-07-29,404.7345499988386,179.6793482186606,658.2061411883315,404.7345499988386,404.7345499988386,0.9816897105310567,0.9816897105310567,0.9816897105310567,-60.69925304236318,-60.69925304236318,-60.69925304236318,61.680942752894225,61.680942752894225,61.680942752894225,0.0,0.0,0.0,405.71623970936963
2021-07-30,404.19474272448747,213.0497118301073,700.0513266284249,404.19474272448747,404.19474272448747,58.28678150508973,58.28678150508973,58.28678150508973,-6.269982582573918,-6.269982582573918,-6.269982582573918,64.55676408766364,64.55676408766364,64.55676408766364,0.0,0.0,0.0,462.4815242295772
2021-07-31,403.65493545013635,370.31700656628743,816.8822305368191,403.65493545013635,403.65493545013635,186.65383499522204,186.65383499522204,186.65383499522204,119.44434641505185,119.44434641505185,119.44434641505185,67.20948858017016,67.20948858017016,67.20948858017016,0.0,0.0,0.0,590.3087704453584
2021-08-01,403.1151281757854,337.7967599915436,805.3345611291311,403.1151281757854,403.1151281757854,169.56939522248376,169.56939522248376,169.56939522248376,99.89851886005073,99.89851886005073,99.89851886005073,69.670876362433,69.670876362433,69.670876362433,0.0,0.0,0.0,572.6845233982692
2021-08-02,402.5753209014343,194.8680532136779,670.3405905213406,402.5753209014343,402.5753209014343,22.534714899887277,22.534714899887277,22.534714899887277,-49.44006637470227,-49.44006637470227,-49.44006637470227,71.97478127458956,71.97478127458956,71.97478127458956,0.0,0.0,0.0,425.11003580132154
2021-08-03,402.0355136270832,168.77249358410822,646.1505996515908,402.0355136270832,402.0355136270832,14.407412273766212,14.407412273766212,14.407412273766212,-59.748535538863074,-59.748535538863074,-59.748535538863074,74.15594781262928,74.15594781262928,74.15594781262928,0.0,0.0,0.0,416.44292590084945
2021-08-04,401.4957063527321,184.81301653148583,689.1027881479038,401.4957063527321,401.4957063527321,33.06372747228101,33.06372747228101,33.06372747228101,-43.18502773656237,-43.18502773656237,-43.18502773656237,76.24875520884339,76.24875520884339,76.24875520884339,0.0,0.0,0.0,434.5594338250131
2021-08-05,400.95589907838104,188.5100147402848,664.4276600270792,400.95589907838104,400.95589907838104,17.586693024267927,17.586693024267927,17.586693024267927,-60.69925304233782,-60.69925304233782,-60.69925304233782,78.28594606660575,78.28594606660575,78.28594606660575,0.0,0.0,0.0,418.54259210264894
2021-08-06,400.41609180403,217.2975435031466,713.8601929108225,400.41609180403,400.41609180403,74.02739597044372,74.02739597044372,74.02739597044372,-6.269982582469145,-6.269982582469145,-6.269982582469145,80.29737855291286,80.29737855291286,80.29737855291286,0.0,0.0,0.0,474.4434877744737
2021-08-07,399.8762845296789,360.9626961879678,820.1759414228329,399.8762845296789,399.8762845296789,201.7531880081788,201.7531880081788,201.7531880081788,119.44434641505646,119.44434641505646,119.44434641505646,82.30884159312231,82.30884159312231,82.30884159312231,0.0,0.0,0.0,601.6294725378577
2021-08-08,399.33647725532785,338.82152489468416,807.1215514394656,399.33647725532785,399.33647725532785,184.23949063187155,184.23949063187155,184.23949063187155,99.89851885996563,99.89851885996563,99.89851885996563,84.34097177190587,84.34097177190587,84.34097177190587,0.0,0.0,0.0,583.5759678871993
2021-08-09,398.79666998097673,210.06178699374615,672.1365603898691,398.79666998097673,398.79666998097673,36.96824233556766,36.96824233556766,36.96824233556766,-49.44006637476852,-49.44006637476852,-49.44006637476852,86.40830871033619,86.40830871033619,86.40830871033619,0.0,0.0,0.0,435.7649123165444
2021-08-10,398.25686270662567,174.98738312484434,683.9003117202374,398.25686270662567,398.25686270662567,28.769987052504945,28.769987052504945,28.769987052504945,-59.748535538986495,-59.748535538986495,-59.748535538986495,88.51852259149143,88.51852259149143,88.51852259149143,0.0,0.0,0.0,427.02684975913064
2021-08-11,397.7170554322746,228.0100703930754,701.7204801146959,397.7170554322746,397.7170554322746,47.48681556892726,47.48681556892726,47.48681556892726,-43.18502773659041,-43.18502773659041,-43.18502773659041,90.67184330551767,90.67184330551767,90.67184330551767,0.0,0.0,0.0,445.2038710012019
2021-08-12,397.17724815792354,186.52155884827508,671.7561416498643,397.17724815792354,397.17724815792354,32.161462437386895,32.161462437386895,32.161462437386895,-60.69925304235719,-60.69925304235719,-60.69925304235719,92.86071547974409,92.86071547974409,92.86071547974409,0.0,0.0,0.0,429.33871059531043
